Compound_ID,Status,Simulated_Center_ppm,Simulated_Multiplicity,Predicted_Center_ppm,Predicted_Multiplicity,Position_Error_ppm,Simulated_Area,Predicted_Area,Area_Abs_Error,Area_Pct_Error
451,Matched,1.2557033333333332,Triplet,1.25489,Singlet,0.0008133333333331105,0.007144911214709282,0.007036718539893627,0.00010819267481565475,1.5142619910086172
451,Matched,3.7341499999999996,Quartet,3.74025,Singlet,0.006100000000000438,0.004782646894454956,0.003232471412047744,0.0015501754824072123,32.412501207323075
451,Matched,4.721705,Doublet,4.71926,Singlet,0.0024449999999998084,0.004742474295198917,0.005815112963318825,0.0010726386681199074,22.617701253664187
451,Matched,7.237585,Quartet,7.23148,Singlet,0.006104999999999805,0.004752681124955416,0.0030638291500508785,0.0016888519749045372,35.534720939654456
451,Matched,8.45463,Singlet,8.45219,Singlet,0.0024399999999999977,0.004714141599833965,0.006164604797959328,0.0014504631981253624,30.768341752323444
451,Missed,7.023553333333333,Multiplet,,,,,,,
452,Matched,0.815434,Singlet,0.8288614999999999,Doublet,0.013427499999999926,0.0061993226408958435,0.0043405150063335896,0.001858807634562254,29.984044100238084
452,Matched,1.15723,Singlet,1.17066,Doublet,0.013430000000000053,0.006184031255543232,0.005681133829057217,0.0005028974264860153,8.132194125558938
452,Matched,3.6364924999999997,Quartet,3.63771,Singlet,0.0012175000000005376,0.0041876668110489845,0.0024524196051061153,0.0017352472059428692,41.43708858031617
452,Matched,5.72024,Singlet,5.72024,Singlet,0.0,0.0020572333596646786,0.0014504971913993359,0.0006067361682653427,29.492821775174715
452,Matched,7.2668833333333325,Multiplet,7.2559,Singlet,0.0109833333333329,0.010420501232147217,0.007029297295957804,0.003391203936189413,32.54357790129671
452,Missed,0.8606,Doublet,,,,,,,
452,Missed,1.0026088333333334,Multiplet,,,,,,,
452,Missed,1.2353575,Multiplet,,,,,,,
452,Missed,1.3655650000000001,Multiplet,,,,,,,
452,Missed,1.611201111111111,Multiplet,,,,,,,
452,Missed,1.7822370000000003,Multiplet,,,,,,,
452,Missed,2.0629975000000003,Multiplet,,,,,,,
452,Missed,2.28883,Quartet,,,,,,,
452,Missed,2.40357625,Multiplet,,,,,,,
452,Missed,4.6566,Triplet,,,,,,,
453,Matched,6.79691,Singlet,6.79691,Singlet,0.0,0.003556199371814728,0.002999685239046812,0.0005565141327679157,15.64912634479002
453,Matched,7.30228,Singlet,7.30228,Singlet,0.0,0.0035567977465689182,0.002999617252498865,0.0005571804940700531,15.66522849401656
454,Matched,0.9692435,Doublet,0.969243,Singlet,5.00000000069889e-07,0.0011791856959462166,0.0018157877493649721,0.0006366020534187555,53.986582063135145
454,Matched,1.20118,Singlet,1.20118,Singlet,0.0,0.003933433443307877,0.0066890111193060875,0.002755577675998211,70.0552765342044
454,Matched,1.4087,Singlet,1.4087,Singlet,0.0,0.0011760684428736567,0.0022284456063061953,0.0010523771634325385,89.48264616820381
454,Matched,3.98928,Singlet,3.98928,Singlet,0.0,0.00039147987263277173,0.0008306998643092811,0.0004392199916765094,112.19478251146779
454,Missed,1.91529,Doublet,,,,,,,
454,Missed,4.91946,Singlet,,,,,,,
454,Missed,5.0342,Singlet,,,,,,,
454,Spurious,,,5.00247,Singlet,,,,,
454,Spurious,,,6.08157,Singlet,,,,,
455,Matched,1.1108449999999999,Doublet,1.11085,Singlet,5.000000000032756e-06,0.006308679934591055,0.009983459487557411,0.0036747795529663563,58.249579802221575
455,Matched,1.14991,Singlet,1.14991,Singlet,0.0,0.006265350617468357,0.008941852487623692,0.0026765018701553345,42.719107573852426
455,Matched,2.3632925,Quartet,2.34132,Singlet,0.02197249999999995,0.002101984340697527,0.0018592331325635314,0.00024275120813399553,11.548668723832664
455,Matched,2.7758933333333338,Triplet,2.77589,Singlet,3.33333333379926e-06,0.006265677511692047,0.005673215724527836,0.0005924617871642113,9.455669974374677
455,Matched,5.423437142857142,Multiplet,5.42483,Singlet,0.0013928571428580838,0.004212694708257914,0.004417540039867163,0.00020484533160924911,4.862572433926961
455,Missed,2.286385,Doublet,,,,,,,
455,Missed,6.0775033333333335,Triplet,,,,,,,
456,Matched,3.6712825000000002,Quartet,3.64504,Singlet,0.02624250000000039,0.001217170967720449,0.0017323566135019064,0.0005151856457814574,42.326481607289004
456,Matched,3.8843,Singlet,3.8843,Singlet,0.0,0.0035679293796420097,0.006080342456698418,0.002512413077056408,70.41655844960957
456,Matched,4.107685,Doublet,4.10647,Singlet,0.0012150000000001882,0.001194337964989245,0.0015259472420439124,0.00033160927705466747,27.765112286090112
456,Matched,4.414085,Doublet,4.42873,Singlet,0.014644999999999797,0.0011968956096097827,0.001573716988787055,0.0003768213791772723,31.483228458004398
456,Matched,4.521996,Multiplet,4.51418,Singlet,0.007816000000000045,0.0036115101538598537,0.0037730729673057795,0.0001615628134459257,4.473552795449104
