Compound_ID,Status,Simulated_Center_ppm,Simulated_Multiplicity,Predicted_Center_ppm,Predicted_Multiplicity,Position_Error_ppm,Simulated_Area,Predicted_Area,Area_Abs_Error,Area_Pct_Error
451,Matched,1.2557033333333332,Triplet,1.2557033333333332,Triplet,0.0,0.007144911214709282,0.006606384180486202,0.0005385270342230797,7.537211002908057
451,Matched,3.7341499999999996,Quartet,3.7335374999999997,Quartet,0.0006124999999999048,0.004782646894454956,0.005984914023429155,0.0012022671289741993,25.138111918070276
451,Matched,4.721705,Doublet,4.721705,Doublet,0.0,0.004742474295198917,0.005553829949349165,0.0008113556541502476,17.108277317847143
451,Matched,7.023553333333333,Multiplet,7.04105,Singlet,0.01749666666666716,0.002388058230280876,0.0026770643889904022,0.00028900615870952606,12.102140351725597
451,Matched,7.237585,Quartet,7.240025,Doublet,0.0024399999999999977,0.004752681124955416,0.0033904691226780415,0.0013622120022773743,28.66196924352153
451,Matched,8.45463,Singlet,8.45219,Singlet,0.0024399999999999977,0.004714141599833965,0.005549200810492039,0.0008350592106580734,17.713918705528165
452,Matched,0.815434,Singlet,0.815434,Singlet,0.0,0.0061993226408958435,0.0046577733010053635,0.00154154933989048,24.866415722923495
452,Matched,1.15723,Singlet,1.15357,Doublet,0.0036599999999999966,0.006184031255543232,0.0039359889924526215,0.0022480422630906105,36.35237550061724
452,Matched,1.7822370000000003,Multiplet,1.75782,Singlet,0.024417000000000355,0.006051532458513975,0.0040204329416155815,0.0020310995168983936,33.563391270269314
452,Matched,2.40357625,Multiplet,2.37306,Singlet,0.0305162499999998,0.00598676223307848,0.004565955139696598,0.0014208070933818817,23.732479060744026
452,Matched,3.6364924999999997,Quartet,3.63771,Singlet,0.0012175000000005376,0.0041876668110489845,0.003425664734095335,0.0007620020769536495,18.196339664443666
452,Matched,4.6566,Triplet,4.65578,Singlet,0.0008200000000000429,0.002067907713353634,0.0021024071611464024,3.449944779276848e-05,1.6683262782950272
452,Matched,5.72024,Singlet,5.72024,Singlet,0.0,0.0020572333596646786,0.0016408914234489202,0.0004163419362157583,20.237953767365532
452,Matched,7.2668833333333325,Multiplet,7.2559,Singlet,0.0109833333333329,0.010420501232147217,0.009024827741086483,0.0013956734910607338,13.393535108993461
452,Missed,0.8606,Doublet,,,,,,,
452,Missed,1.0026088333333334,Multiplet,,,,,,,
452,Missed,1.2353575,Multiplet,,,,,,,
452,Missed,1.3655650000000001,Multiplet,,,,,,,
452,Missed,1.611201111111111,Multiplet,,,,,,,
452,Missed,2.0629975000000003,Multiplet,,,,,,,
452,Missed,2.28883,Quartet,,,,,,,
453,Matched,6.79691,Singlet,6.79691,Singlet,0.0,0.003556199371814728,0.003104495583102107,0.00045170378871262074,12.701869087899771
453,Matched,7.30228,Singlet,7.30228,Singlet,0.0,0.0035567977465689182,0.003190891118720174,0.0003659066278487444,10.287529792823277
454,Matched,0.9692435,Doublet,0.969243,Singlet,5.00000000069889e-07,0.0011791856959462166,0.0018168045207858086,0.000637618824839592,54.072808636636836
454,Matched,1.20118,Singlet,1.20118,Singlet,0.0,0.003933433443307877,0.004383749794214964,0.0004503163509070873,11.448429403915053
454,Matched,1.4087,Singlet,1.4087,Singlet,0.0,0.0011760684428736567,0.0015372766647487879,0.00036120822187513113,30.713197353764485
454,Matched,3.98928,Singlet,3.98928,Singlet,0.0,0.00039147987263277173,0.0008413728792220354,0.0004498930065892637,114.92110783720584
454,Missed,1.91529,Doublet,,,,,,,
454,Missed,4.91946,Singlet,,,,,,,
454,Missed,5.0342,Singlet,,,,,,,
454,Spurious,,,6.35257,Singlet,,,,,
455,Matched,1.14991,Singlet,1.1377000000000002,Quartet,0.012209999999999832,0.006265350617468357,0.006688077934086323,0.0004227273166179657,6.747065606182744
455,Matched,2.3632925,Quartet,2.36573,Singlet,0.0024375000000000924,0.002101984340697527,0.002675459487363696,0.0005734751466661692,27.28256036749855
455,Matched,2.7758933333333338,Triplet,2.7750800000000004,Triplet,0.0008133333333333326,0.006265677511692047,0.00664519751444459,0.0003795200027525425,6.057126337005702
455,Matched,5.423437142857142,Multiplet,5.42239,Triplet,0.001047142857141914,0.004212694708257914,0.004787044133991003,0.0005743494257330894,13.633777558274609
455,Matched,6.0775033333333335,Triplet,6.07669,Singlet,0.0008133333333333326,0.002085665939375758,0.002523483242839575,0.00043781730346381664,20.991727160048256
455,Missed,1.1108449999999999,Doublet,,,,,,,
455,Missed,2.286385,Doublet,,,,,,,
456,Matched,3.0520775,Multiplet,3.02492,Singlet,0.02715750000000039,0.002415689639747143,0.003265347797423601,0.0008496581576764584,35.172488373357204
456,Matched,3.6712825000000002,Quartet,3.64504,Singlet,0.02624250000000039,0.001217170967720449,0.001681267167441547,0.00046409619972109795,38.12908884856743
456,Matched,3.8843,Singlet,3.8843,Singlet,0.0,0.0035679293796420097,0.004058513790369034,0.0004905844107270241,13.749835227294973
456,Matched,4.107685,Doublet,4.11135,Singlet,0.0036649999999998073,0.001194337964989245,0.002078963676467538,0.0008846257114782929,74.06829033407298
456,Matched,4.414085,Doublet,4.41897,Singlet,0.004884999999999806,0.0011968956096097827,0.0016416897997260094,0.0004447941901162267,37.1623211368651
456,Matched,4.521996,Multiplet,4.54104,Doublet,0.01904400000000006,0.0036115101538598537,0.004504706244915724,0.0008931960910558701,24.731928002507587
456,Matched,4.6313725,Quartet,4.63625,Singlet,0.00487750000000009,0.0023917595390230417,0.0035768565721809864,0.0011850970331579447,49.54917138710438
456,Matched,4.917015,Doublet,4.915795,Doublet,0.0012199999999999989,0.0011935216607525945,0.0029014586471021175,0.001707936986349523,143.1006275388882
456,Matched,7.042275,Doublet,7.03617,Singlet,0.006104999999999805,0.0011733826249837875,0.00217955419793725,0.0010061715729534626,85.74965672151185
456,Matched,7.286415,Doublet,7.29008,Singlet,0.0036649999999998073,0.001193581847473979,0.001614875509403646,0.000421293661929667,35.29658756299505
456,Matched,7.50492,Singlet,7.51469,Singlet,0.009769999999999612,0.0010864001233130693,0.002018438186496496,0.0009320380631834269,85.79141728565878
456,Matched,7.9260649999999995,Doublet,7.9260649999999995,Doublet,0.0,0.0011932000052183867,0.001972129102796316,0.0007789290975779295,65.28068171063788
456,Missed,3.18605,Doublet,,,,,,,
456,Missed,3.2714999999999996,Quartet,,,,,,,
456,Missed,3.364275,Doublet,,,,,,,
456,Missed,3.50197,Multiplet,,,,,,,
456,Missed,3.596616666666666,Multiplet,,,,,,,
456,Missed,3.931295,Quartet,,,,,,,
457,Matched,1.77003,Triplet,1.77369,Doublet,0.0036599999999999966,0.002386156003922224,0.0030472881626337767,0.0006611321587115526,27.706996425414857
457,Matched,2.08009,Singlet,2.08009,Singlet,0.0,0.003557276912033558,0.0032090507447719574,0.0003482261672616005,9.78912173195235
457,Matched,2.393078,Multiplet,2.3991000000000002,Triplet,0.006022000000000194,0.007192697841674089,0.0071859597228467464,6.738118827342987e-06,0.09367999289922486
457,Matched,2.5431433333333335,Triplet,2.52931,Doublet,0.013833333333333364,0.004779466427862644,0.0053621926344931126,0.0005827262066304684,12.192285800636137
457,Matched,2.9589999999999996,Triplet,2.9589999999999996,Triplet,0.0,0.002395223593339324,0.003338870592415333,0.0009436469990760088,39.39703173015319
457,Matched,3.9192933333333335,Triplet,3.920106666666667,Triplet,0.0008133333333333326,0.002395938616245985,0.0031590957660228014,0.0007631571497768164,31.852116101895366
457,Matched,4.311543333333334,Triplet,4.313173333333334,Triplet,0.0016300000000004644,0.0023954124189913273,0.0032839130144566298,0.0008885005954653025,37.091758747724825
457,Matched,7.036865714285715,Multiplet,7.0288450000000005,Quartet,0.00802071428571427,0.004806332755833864,0.004114584065973759,0.0006917486898601055,14.392442741723821
457,Matched,7.201575000000001,Quartet,7.19974,Singlet,0.0018350000000006972,0.0024116993881762028,0.0032789367251098156,0.0008672373369336128,35.959595179457374
457,Missed,7.135045,Doublet,,,,,,,
458,Matched,3.37648,Singlet,3.37648,Singlet,0.0,0.0035563590936362743,0.0032132321503013372,0.0003431269433349371,9.648264820864862
458,Matched,4.4905800000000005,Triplet,4.48244,Singlet,0.008140000000000036,0.0011981030693277717,0.001553224166855216,0.00035512109752744436,29.640279423263202
458,Matched,7.28275,Doublet,7.29008,Singlet,0.007329999999999615,0.0023785943631082773,0.0027633788995444775,0.00038478453643620014,16.17697167722936
458,Matched,7.3975,Singlet,7.3975,Singlet,0.0,0.001187983201816678,0.0012616778258234262,7.36946240067482e-05,6.203338893517476
458,Matched,7.5806,Singlet,7.5806,Singlet,0.0,0.0011883184779435396,0.0016995540354400873,0.0005112355574965477,43.021762851089655
458,Matched,7.74784,Doublet,7.74418,Singlet,0.0036599999999999966,0.0011721329065039754,0.00182041572406888,0.0006482828175649047,55.307961577367934
458,Matched,8.183635,Doublet,8.18363,Singlet,4.999999999810711e-06,0.0011885944986715913,0.0021875451784580946,0.0009989506797865033,84.04469992945117
458,Matched,8.64262,Singlet,8.64262,Singlet,0.0,0.0011854374315589666,0.0016185981221497059,0.00043316069059073925,36.540156321965505
458,Matched,9.95855,Singlet,9.95855,Singlet,0.0,0.0011871459428220987,0.0015756373759359121,0.0003884914331138134,32.724825069972994
458,Missed,3.6102475000000003,Quartet,,,,,,,
458,Missed,3.8311975,Quartet,,,,,,,
458,Missed,4.1467475,Quartet,,,,,,,
458,Missed,4.4128625,Quartet,,,,,,,
459,Matched,1.01563,Singlet,1.01563,Singlet,0.0,0.003396115032956004,0.0029022786766290665,0.0004938363563269377,14.541214050016992
459,Matched,1.330575,Doublet,1.330575,Doublet,0.0,0.0034204942639917135,0.0046404884196817875,0.001219994155690074,35.66718905314994
459,Matched,1.49659,Doublet,1.50147,Singlet,0.0048799999999999955,0.00414880458265543,0.0035388153046369553,0.0006099892780184746,14.702771988071147
459,Matched,2.09962,Singlet,2.09962,Singlet,0.0,0.0034020831808447838,0.0034075037110596895,5.420530214905739e-06,0.1593297378919391
459,Matched,2.1892557142857143,Multiplet,2.210705,Doublet,0.021449285714285615,0.0023359032347798347,0.0035795613657683134,0.0012436581309884787,53.24099528059846
459,Matched,2.436536,Multiplet,2.417,Singlet,0.019535999999999998,0.00344085949473083,0.002868042327463627,0.0005728171672672033,16.647502408755386
459,Matched,3.3724133333333337,Triplet,3.37526,Doublet,0.00284666666666622,0.0011427373392507434,0.002105920109897852,0.0009631827706471086,84.28732811676889
459,Matched,4.4391075,Quartet,4.411645,Doublet,0.02746250000000039,0.0017276434227824211,0.003452679142355919,0.0017250357195734978,99.84906010264991
459,Matched,6.10599,Singlet,6.10599,Singlet,0.0,0.0011325159575790167,0.0012795118382200599,0.00014699588064104319,12.979585820165996
459,Matched,6.268345,Doublet,6.267125,Doublet,0.0012199999999999989,0.0011420802911743522,0.0024080409202724695,0.0012659606290981174,110.84690269861713
459,Matched,7.2394175,Quartet,7.23392,Singlet,0.005497499999999711,0.001144253765232861,0.0026028845459222794,0.0014586307806894183,127.4744138938953
459,Missed,1.8951524999999998,Quartet,,,,,,,
459,Missed,2.2961549999999997,Doublet,,,,,,,
459,Missed,2.66115,Singlet,,,,,,,
