Compound_ID,Status,Simulated_Center_ppm,Simulated_Multiplicity,Predicted_Center_ppm,Predicted_Multiplicity,Position_Error_ppm
451,Missed,1.2557033333333332,Triplet,,,
451,Missed,3.7341499999999996,Quartet,,,
451,Missed,4.721705,Doublet,,,
451,Missed,7.023553333333333,Multiplet,,,
451,Missed,7.237585,Quartet,,,
451,Missed,8.45463,Singlet,,,
451,Spurious,,,3.87697,Singlet,
451,Spurious,,,4.65823,Singlet,
452,Matched,0.815434,Singlet,0.815434,Singlet,0.0
452,Matched,0.8606,Doublet,0.856938,Singlet,0.003662000000000054
452,Matched,1.15723,Singlet,1.15967,Singlet,0.0024399999999999977
452,Matched,1.611201111111111,Multiplet,1.59913,Singlet,0.012071111111111144
452,Matched,1.7822370000000003,Multiplet,1.7399166666666666,Triplet,0.04232033333333374
452,Matched,2.40357625,Multiplet,2.37062,Singlet,0.0329562499999998
452,Matched,4.6566,Triplet,4.67043,Singlet,0.013829999999999565
452,Matched,5.72024,Singlet,5.72268,Singlet,0.0024399999999999977
452,Missed,1.0026088333333334,Multiplet,,,
452,Missed,1.2353575,Multiplet,,,
452,Missed,1.3655650000000001,Multiplet,,,
452,Missed,2.0629975000000003,Multiplet,,,
452,Missed,2.28883,Quartet,,,
452,Missed,3.6364924999999997,Quartet,,,
452,Missed,7.2668833333333325,Multiplet,,,
452,Spurious,,,0.905766,Singlet,
452,Spurious,,,1.4795,Singlet,
452,Spurious,,,1.54664,Doublet,
452,Spurious,,,3.95998,Singlet,
452,Spurious,,,7.44388,Singlet,
453,Matched,6.79691,Singlet,6.80912,Singlet,0.012210000000000498
453,Missed,7.30228,Singlet,,,
454,Matched,1.20118,Singlet,1.21664,Triplet,0.01546000000000003
454,Missed,0.9692435,Doublet,,,
454,Missed,1.4087,Singlet,,,
454,Missed,1.91529,Doublet,,,
454,Missed,3.98928,Singlet,,,
454,Missed,4.91946,Singlet,,,
454,Missed,5.0342,Singlet,,,
454,Spurious,,,1.167,Singlet,
455,Matched,1.1108449999999999,Doublet,1.07911,Singlet,0.03173499999999985
455,Matched,1.14991,Singlet,1.1320066666666666,Triplet,0.017903333333333382
455,Missed,2.286385,Doublet,,,
455,Missed,2.3632925,Quartet,,,
455,Missed,2.7758933333333338,Triplet,,,
455,Missed,5.423437142857142,Multiplet,,,
455,Missed,6.0775033333333335,Triplet,,,
455,Spurious,,,3.64992,Singlet,
455,Spurious,,,3.95998,Singlet,
455,Spurious,,,7.00687,Singlet,
456,Matched,4.521996,Multiplet,4.54104,Singlet,0.01904400000000006
456,Matched,4.6313725,Quartet,4.636865,Quartet,0.0054924999999999
456,Matched,4.917015,Doublet,4.9219,Singlet,0.004884999999999806
456,Matched,7.042275,Doublet,7.00443,Singlet,0.037844999999999906
456,Matched,7.50492,Singlet,7.49027,Singlet,0.014650000000000496
456,Matched,7.9260649999999995,Doublet,7.91996,Singlet,0.006104999999999805
456,Missed,3.0520775,Multiplet,,,
456,Missed,3.18605,Doublet,,,
456,Missed,3.2714999999999996,Quartet,,,
456,Missed,3.364275,Doublet,,,
456,Missed,3.50197,Multiplet,,,
456,Missed,3.596616666666666,Multiplet,,,
456,Missed,3.6712825000000002,Quartet,,,
