Compound_ID,Status,Simulated_Center_ppm,Simulated_Multiplicity,Predicted_Center_ppm,Predicted_Multiplicity,Position_Error_ppm,Simulated_Area,Predicted_Area,Area_Abs_Error,Area_Pct_Error
451,Matched,1.2557033333333332,Triplet,1.26465,Singlet,0.00894666666666688,0.007144911214709282,0.0024606871884316206,0.004684224026277661,65.56028319336166
451,Missed,3.7341499999999996,Quartet,,,,,,,
451,Missed,4.721705,Doublet,,,,,,,
451,Missed,7.023553333333333,Multiplet,,,,,,,
451,Missed,7.237585,Quartet,,,,,,,
451,Missed,8.45463,Singlet,,,,,,,
451,Spurious,,,0.91064925,Quartet,,,,,
451,Spurious,,,0.971685,Singlet,,,,,
451,Spurious,,,1.15723,Singlet,,,,,
451,Spurious,,,1.214605,Doublet,,,,,
451,Spurious,,,2.15333,Singlet,,,,,
451,Spurious,,,3.23976,Singlet,,,,,
451,Spurious,,,3.80129,Singlet,,,,,
451,Spurious,,,3.8665975,Quartet,,,,,
451,Spurious,,,3.94777,Singlet,,,,,
451,Spurious,,,5.07083,Singlet,,,,,
451,Spurious,,,7.2986225,Quartet,,,,,
451,Spurious,,,7.4170283333333344,Multiplet,,,,,
451,Spurious,,,7.53747,Triplet,,,,,
451,Spurious,,,8.07865,Singlet,,,,,
452,Matched,0.815434,Singlet,0.842289,Singlet,0.026854999999999962,0.0061993226408958435,0.0005325052188709378,0.005666817422024906,91.41026770637659
452,Matched,0.8606,Doublet,0.9050688571428571,Multiplet,0.04446885714285709,0.0021196359302848577,0.0019447972299531102,0.00017483870033174753,8.248525033648159
452,Matched,1.0026088333333334,Multiplet,0.971685,Singlet,0.030923833333333373,0.004192912019789219,0.002329776296392083,0.0018631357233971357,44.435364124115274
452,Matched,1.15723,Singlet,1.15723,Singlet,0.0,0.006184031255543232,0.0014016428031027317,0.0047823884524405,77.33448061333246
452,Matched,1.2353575,Multiplet,1.214605,Doublet,0.020752500000000174,0.002151454333215952,0.004064683802425861,0.0019132294692099094,88.92726374303523
452,Missed,1.3655650000000001,Multiplet,,,,,,,
452,Missed,1.611201111111111,Multiplet,,,,,,,
452,Missed,1.7822370000000003,Multiplet,,,,,,,
452,Missed,2.0629975000000003,Multiplet,,,,,,,
452,Missed,2.28883,Quartet,,,,,,,
452,Missed,2.40357625,Multiplet,,,,,,,
452,Missed,3.6364924999999997,Quartet,,,,,,,
452,Missed,4.6566,Triplet,,,,,,,
452,Missed,5.72024,Singlet,,,,,,,
452,Missed,7.2668833333333325,Multiplet,,,,,,,
452,Spurious,,,1.00831,Singlet,,,,,
452,Spurious,,,1.2784866666666668,Triplet,,,,,
452,Spurious,,,1.4019825000000001,Quartet,,,,,
452,Spurious,,,2.15333,Singlet,,,,,
452,Spurious,,,2.39259,Singlet,,,,,
452,Spurious,,,3.80129,Singlet,,,,,
452,Spurious,,,3.83547,Singlet,,,,,
452,Spurious,,,3.88796,Doublet,,,,,
452,Spurious,,,3.94777,Singlet,,,,,
452,Spurious,,,3.97951,Singlet,,,,,
452,Spurious,,,7.27299,Singlet,,,,,
452,Spurious,,,7.3234433333333335,Triplet,,,,,
452,Spurious,,,7.417841666666668,Multiplet,,,,,
453,Missed,6.79691,Singlet,,,,,,,
453,Missed,7.30228,Singlet,,,,,,,
453,Spurious,,,0.91064925,Quartet,,,,,
453,Spurious,,,0.971685,Singlet,,,,,
453,Spurious,,,1.15723,Singlet,,,,,
453,Spurious,,,1.214605,Doublet,,,,,
453,Spurious,,,1.26465,Singlet,,,,,
453,Spurious,,,2.15333,Singlet,,,,,
453,Spurious,,,3.23976,Singlet,,,,,
453,Spurious,,,3.80129,Singlet,,,,,
453,Spurious,,,3.8665975,Quartet,,,,,
453,Spurious,,,3.94777,Singlet,,,,,
453,Spurious,,,5.07083,Singlet,,,,,
453,Spurious,,,7.2986225,Quartet,,,,,
453,Spurious,,,7.4170283333333344,Multiplet,,,,,
453,Spurious,,,7.53747,Triplet,,,,,
453,Spurious,,,8.07865,Singlet,,,,,
454,Matched,0.9692435,Doublet,0.971685,Singlet,0.0024414999999999853,0.0011791856959462166,0.0010827102232724428,9.647547267377377e-05,8.18153349429487
454,Matched,1.20118,Singlet,1.214605,Doublet,0.01342500000000002,0.003933433443307877,0.0010594900231808424,0.002873943420127034,73.06449852397022
