Compound_ID,Status,Simulated_Center_ppm,Simulated_Multiplicity,Predicted_Center_ppm,Predicted_Multiplicity,Position_Error_ppm,Simulated_Area,Predicted_Area,Area_Abs_Error,Area_Pct_Error
451,Matched,1.2557033333333332,Triplet,1.2548899999999998,Triplet,0.0008133333333333326,0.007144911214709282,0.005713728256523609,0.0014311829581856728,20.030801155923193
451,Matched,3.7341499999999996,Quartet,3.7264166666666667,Triplet,0.007733333333332926,0.004782646894454956,0.004922022577375174,0.00013937568292021751,2.91419554895033
451,Matched,4.721705,Doublet,4.721705,Doublet,0.0,0.004742474295198917,0.004728950094431639,1.3524200767278671e-05,0.28517183068277263
451,Matched,7.023553333333333,Multiplet,7.04593,Singlet,0.022376666666667155,0.002388058230280876,0.0026881133671849966,0.00030005513690412045,12.564816598665137
451,Matched,7.237585,Quartet,7.238805,Doublet,0.0012199999999999989,0.004752681124955416,0.006298367865383625,0.0015456867404282093,32.52241629071442
451,Matched,8.45463,Singlet,8.45219,Singlet,0.0024399999999999977,0.004714141599833965,0.005639689043164253,0.0009255474433302879,19.633424744027337
452,Matched,0.815434,Singlet,0.815434,Singlet,0.0,0.0061993226408958435,0.004523132927715778,0.0016761897131800652,27.038271925428365
452,Matched,1.15723,Singlet,1.15723,Singlet,0.0,0.006184031255543232,0.004275386221706867,0.0019086450338363647,30.86409099445441
452,Matched,1.7822370000000003,Multiplet,1.73829,Singlet,0.0439470000000004,0.006051532458513975,0.003599470015615225,0.0024520624428987503,40.51969413877825
452,Matched,3.6364924999999997,Quartet,3.63771,Singlet,0.0012175000000005376,0.0041876668110489845,0.0016545113176107407,0.002533155493438244,60.490855833005114
452,Matched,4.6566,Triplet,4.66067,Singlet,0.004069999999999574,0.002067907713353634,0.0008989968337118626,0.0011689108796417713,56.52625946958182
452,Matched,5.72024,Singlet,5.72024,Singlet,0.0,0.0020572333596646786,0.0008134079398587346,0.001243825419805944,60.46107574342869
452,Matched,7.2668833333333325,Multiplet,7.2559,Singlet,0.0109833333333329,0.010420501232147217,0.006211790721863508,0.004208710510283709,40.38875306016805
452,Missed,0.8606,Doublet,,,,,,,
452,Missed,1.0026088333333334,Multiplet,,,,,,,
452,Missed,1.2353575,Multiplet,,,,,,,
452,Missed,1.3655650000000001,Multiplet,,,,,,,
452,Missed,1.611201111111111,Multiplet,,,,,,,
452,Missed,2.0629975000000003,Multiplet,,,,,,,
452,Missed,2.28883,Quartet,,,,,,,
452,Missed,2.40357625,Multiplet,,,,,,,
453,Matched,6.79691,Singlet,6.79691,Singlet,0.0,0.003556199371814728,0.0030342028476297855,0.0005219965241849422,14.678494358952872
453,Matched,7.30228,Singlet,7.30228,Singlet,0.0,0.0035567977465689182,0.0030341297388076782,0.00052266800776124,14.69490381524882
454,Matched,0.9692435,Doublet,0.969243,Singlet,5.00000000069889e-07,0.0011791856959462166,0.000988370506092906,0.00019081518985331059,16.181945770652714
454,Matched,1.20118,Singlet,1.20118,Singlet,0.0,0.003933433443307877,0.004471465013921261,0.0005380315706133842,13.678420605508428
454,Matched,1.4087,Singlet,1.4087,Singlet,0.0,0.0011760684428736567,0.0010200656251981854,0.0001560028176754713,13.264773714554167
454,Matched,3.98928,Singlet,3.98928,Singlet,0.0,0.00039147987263277173,0.00048394626355729997,9.246639092452824e-05,23.619704967888982
454,Missed,1.91529,Doublet,,,,,,,
454,Missed,4.91946,Singlet,,,,,,,
454,Missed,5.0342,Singlet,,,,,,,
454,Spurious,,,6.08157,Singlet,,,,,
455,Matched,1.1108449999999999,Doublet,1.1084,Singlet,0.0024449999999998084,0.006308679934591055,0.007050401996821165,0.0007417220622301102,11.757167425203836
455,Matched,1.14991,Singlet,1.14991,Singlet,0.0,0.006265350617468357,0.006249982863664627,1.536775380373001e-05,0.245281624956205
455,Matched,2.286385,Doublet,2.31935,Singlet,0.03296499999999991,0.0020908378064632416,0.0019300730200484395,0.00016076478641480207,7.689012792759084
455,Matched,2.7758933333333338,Triplet,2.7750800000000004,Triplet,0.0008133333333333326,0.006265677511692047,0.005375679582357407,0.0008899979293346405,14.204336684642048
455,Matched,5.423437142857142,Multiplet,5.42239,Triplet,0.001047142857141914,0.004212694708257914,0.0039122444577515125,0.00030045025050640106,7.132020507383195
455,Matched,6.0775033333333335,Triplet,6.07425,Singlet,0.0032533333333333303,0.002085665939375758,0.0018710884032770991,0.00021457753609865904,10.288202537501395
455,Missed,2.3632925,Quartet,,,,,,,
456,Matched,3.596616666666666,Multiplet,3.63283,Singlet,0.036213333333333875,0.002429025247693062,0.003307906910777092,0.0008788816630840302,36.182483649304906
