Compound_ID,Status,Simulated_Center_ppm,Simulated_Multiplicity,Predicted_Center_ppm,Predicted_Multiplicity,Position_Error_ppm,Simulated_Area,Predicted_Area,Area_Abs_Error,Area_Pct_Error
451,Missed,1.2557033333333332,Triplet,,,,,,,
451,Missed,3.7341499999999996,Quartet,,,,,,,
451,Missed,4.721705,Doublet,,,,,,,
451,Missed,7.023553333333333,Multiplet,,,,,,,
451,Missed,7.237585,Quartet,,,,,,,
451,Missed,8.45463,Singlet,,,,,,,
452,Matched,0.815434,Singlet,0.815434,Singlet,0.0,0.0061993226408958435,0.0012166004162281752,0.004982722224667668,80.37526861075958
452,Matched,0.8606,Doublet,0.856938,Singlet,0.003662000000000054,0.0021196359302848577,0.0015333781484514475,0.0005862577818334103,27.65841876225523
452,Matched,1.611201111111111,Multiplet,1.64552,Singlet,0.03431888888888901,0.010406849905848503,0.00288227922283113,0.007524570683017373,72.30401851754074
452,Matched,4.6566,Triplet,4.67043,Singlet,0.013829999999999565,0.002067907713353634,0.00055174675071612,0.0015161609626375139,73.31859893199375
452,Matched,5.72024,Singlet,5.72024,Singlet,0.0,0.0020572333596646786,0.0008993755327537656,0.001157857826910913,56.28227937639702
452,Missed,1.0026088333333334,Multiplet,,,,,,,
452,Missed,1.15723,Singlet,,,,,,,
452,Missed,1.2353575,Multiplet,,,,,,,
452,Missed,1.3655650000000001,Multiplet,,,,,,,
452,Missed,1.7822370000000003,Multiplet,,,,,,,
452,Missed,2.0629975000000003,Multiplet,,,,,,,
452,Missed,2.28883,Quartet,,,,,,,
452,Missed,2.40357625,Multiplet,,,,,,,
452,Missed,3.6364924999999997,Quartet,,,,,,,
452,Missed,7.2668833333333325,Multiplet,,,,,,,
452,Spurious,,,0.891118,Singlet,,,,,
452,Spurious,,,0.939946,Singlet,,,,,
452,Spurious,,,1.15723,Singlet,,,,,
453,Matched,6.79691,Singlet,6.80912,Singlet,0.012210000000000498,0.003556199371814728,0.0007628941093571484,0.0027933052624575794,78.54748765202544
453,Matched,7.30228,Singlet,7.30961,Singlet,0.007330000000000503,0.0035567977465689182,0.0006516773719340563,0.002905120374634862,81.67797501101377
453,Spurious,,,6.8738150000000005,Doublet,,,,,
453,Spurious,,,7.366985,Doublet,,,,,
454,Matched,0.9692435,Doublet,0.971685,Singlet,0.0024414999999999853,0.0011791856959462166,0.0006568215903826058,0.0005223641055636108,44.2987145586471
454,Matched,1.20118,Singlet,1.1926333333333332,Multiplet,0.008546666666666702,0.003933433443307877,0.002774443943053484,0.0011589895002543926,29.46508481607163
454,Missed,1.4087,Singlet,,,,,,,
454,Missed,1.91529,Doublet,,,,,,,
454,Missed,3.98928,Singlet,,,,,,,
454,Missed,4.91946,Singlet,,,,,,,
454,Missed,5.0342,Singlet,,,,,,,
454,Spurious,,,2.06056,Singlet,,,,,
455,Matched,1.1108449999999999,Doublet,1.11329,Singlet,0.0024450000000000305,0.006308679934591055,0.0010608615120872855,0.005247818422503769,83.18409678274392
455,Matched,1.14991,Singlet,1.15235,Doublet,0.0024399999999999977,0.006265350617468357,0.0014954190701246262,0.004769931547343731,76.13191724729236
455,Missed,2.286385,Doublet,,,,,,,
455,Missed,2.3632925,Quartet,,,,,,,
