Compound_ID,Status,Simulated_Center_ppm,Simulated_Multiplicity,Predicted_Center_ppm,Predicted_Multiplicity,Position_Error_ppm,Simulated_Area,Predicted_Area,Area_Abs_Error,Area_Pct_Error
451,Missed,1.2557033333333332,Triplet,,,,,,,
451,Missed,3.7341499999999996,Quartet,,,,,,,
451,Missed,4.721705,Doublet,,,,,,,
451,Missed,7.023553333333333,Multiplet,,,,,,,
451,Missed,7.237585,Quartet,,,,,,,
451,Missed,8.45463,Singlet,,,,,,,
452,Matched,0.815434,Singlet,0.815434,Singlet,0.0,0.0061993226408958435,0.001422324450686574,0.0047769981902092695,77.05677647258187
452,Matched,0.8606,Doublet,0.856938,Singlet,0.003662000000000054,0.0021196359302848577,0.0022857103031128645,0.00016607437282800674,7.835042351149804
452,Matched,1.15723,Singlet,1.15723,Singlet,0.0,0.006184031255543232,0.00404378492385149,0.002140246331691742,34.60924182382279
452,Matched,1.7822370000000003,Multiplet,1.76026,Singlet,0.021977000000000357,0.006051532458513975,0.0026833147276192904,0.003368217730894685,55.65892200009434
452,Matched,2.40357625,Multiplet,2.4463,Singlet,0.04272374999999995,0.00598676223307848,0.00229661981575191,0.0036901424173265696,61.63836600921839
452,Matched,4.6566,Triplet,4.6704333333333325,Triplet,0.013833333333332476,0.002067907713353634,0.0009154579020105302,0.0011524498113431036,55.73023418313555
452,Matched,5.72024,Singlet,5.72024,Singlet,0.0,0.0020572333596646786,0.0010131357703357935,0.001044097589328885,50.752511105452285
452,Missed,1.0026088333333334,Multiplet,,,,,,,
452,Missed,1.2353575,Multiplet,,,,,,,
452,Missed,1.3655650000000001,Multiplet,,,,,,,
452,Missed,1.611201111111111,Multiplet,,,,,,,
452,Missed,2.0629975000000003,Multiplet,,,,,,,
452,Missed,2.28883,Quartet,,,,,,,
452,Missed,3.6364924999999997,Quartet,,,,,,,
452,Missed,7.2668833333333325,Multiplet,,,,,,,
452,Spurious,,,0.939946,Singlet,,,,,
452,Spurious,,,1.54786,Doublet,,,,,
452,Spurious,,,1.64552,Singlet,,,,,
452,Spurious,,,1.710215,Doublet,,,,,
452,Spurious,,,2.28273,Singlet,,,,,
452,Spurious,,,2.368176666666667,Triplet,,,,,
452,Spurious,,,2.72462,Singlet,,,,,
452,Spurious,,,3.7109566666666667,Triplet,,,,,
452,Spurious,,,3.9660849999999996,Doublet,,,,,
452,Spurious,,,7.44388,Singlet,,,,,
453,Matched,6.79691,Singlet,6.7944700000000005,Doublet,0.0024399999999991095,0.003556199371814728,0.001151161384768784,0.0024050379870459437,67.62944749688354
453,Matched,7.30228,Singlet,7.2998449999999995,Quartet,0.002435000000000187,0.0035567977465689182,0.0014022216200828552,0.002154576126486063,60.57629024772311
453,Spurious,,,6.873406666666667,Triplet,,,,,
453,Spurious,,,7.366985,Doublet,,,,,
453,Spurious,,,7.83451,Singlet,,,,,
454,Matched,1.20118,Singlet,1.199085714285714,Multiplet,0.002094285714285826,0.003933433443307877,0.0026336959563195705,0.001299737486988306,33.04333238940668
454,Missed,0.9692435,Doublet,,,,,,,
454,Missed,1.4087,Singlet,,,,,,,
454,Missed,1.91529,Doublet,,,,,,,
454,Missed,3.98928,Singlet,,,,,,,
454,Missed,4.91946,Singlet,,,,,,,
